index,statefips,countyfips,avghouseholdsize,geography
2317,72,13,2.81,"Arecibo Municipio, Puerto Rico"
2318,72,15,3.02,"Arroyo Municipio, Puerto Rico"
2319,72,17,2.98,"Barceloneta Municipio, Puerto Rico"
2320,72,19,3.16,"Barranquitas Municipio, Puerto Rico"
2321,72,21,2.68,"Bayamón Municipio, Puerto Rico"
2322,72,23,2.94,"Cabo Rojo Municipio, Puerto Rico"
2323,72,25,2.72,"Caguas Municipio, Puerto Rico"
2324,72,27,2.84,"Camuy Municipio, Puerto Rico"
2325,72,29,3.22,"Canóvanas Municipio, Puerto Rico"
2326,72,31,2.6,"Carolina Municipio, Puerto Rico"
2327,72,33,2.85,"Cataño Municipio, Puerto Rico"
2328,72,35,2.81,"Cayey Municipio, Puerto Rico"
2329,72,37,2.79,"Ceiba Municipio, Puerto Rico"
2330,72,39,3.04,"Ciales Municipio, Puerto Rico"
2331,72,41,3.03,"Cidra Municipio, Puerto Rico"
2332,72,43,2.94,"Coamo Municipio, Puerto Rico"
2333,72,45,3.13,"Comerío Municipio, Puerto Rico"
2334,72,47,3.23,"Corozal Municipio, Puerto Rico"
2335,72,49,3.01,"Culebra Municipio, Puerto Rico"
2336,72,51,3.09,"Dorado Municipio, Puerto Rico"
2337,72,53,2.7,"Fajardo Municipio, Puerto Rico"
2338,72,54,2.84,"Florida Municipio, Puerto Rico"
2339,72,55,3.33,"Guánica Municipio, Puerto Rico"
2340,72,57,2.74,"Guayama Municipio, Puerto Rico"
2341,72,59,3.08,"Guayanilla Municipio, Puerto Rico"
2342,72,61,2.67,"Guaynabo Municipio, Puerto Rico"
2343,72,63,3.03,"Gurabo Municipio, Puerto Rico"
2344,72,65,2.89,"Hatillo Municipio, Puerto Rico"
2345,72,67,2.6,"Hormigueros Municipio, Puerto Rico"
2346,72,69,3.01,"Humacao Municipio, Puerto Rico"
2347,72,71,2.88,"Isabela Municipio, Puerto Rico"
2348,72,73,3.26,"Jayuya Municipio, Puerto Rico"
2349,72,75,2.93,"Juana Díaz Municipio, Puerto Rico"
2350,72,77,3.07,"Juncos Municipio, Puerto Rico"
2351,72,79,2.93,"Lajas Municipio, Puerto Rico"
2352,72,81,2.81,"Lares Municipio, Puerto Rico"
2353,72,83,2.93,"Las Marías Municipio, Puerto Rico"
2354,72,85,2.99,"Las Piedras Municipio, Puerto Rico"
2355,72,87,3.15,"Loíza Municipio, Puerto Rico"
2356,72,89,2.86,"Luquillo Municipio, Puerto Rico"
2357,72,91,2.59,"Manatí Municipio, Puerto Rico"
2358,72,93,3.3,"Maricao Municipio, Puerto Rico"
2359,72,95,2.86,"Maunabo Municipio, Puerto Rico"
2360,72,97,2.7,"Mayagüez Municipio, Puerto Rico"
2361,72,99,3.14,"Moca Municipio, Puerto Rico"
2362,72,101,3.29,"Morovis Municipio, Puerto Rico"
2363,72,103,3.04,"Naguabo Municipio, Puerto Rico"
2364,72,105,3.44,"Naranjito Municipio, Puerto Rico"
2365,72,107,3.27,"Orocovis Municipio, Puerto Rico"
2366,72,109,2.87,"Patillas Municipio, Puerto Rico"
2367,72,111,2.98,"Peñuelas Municipio, Puerto Rico"
2368,72,113,2.75,"Ponce Municipio, Puerto Rico"
2369,72,115,2.78,"Quebradillas Municipio, Puerto Rico"
2370,72,117,2.73,"Rincón Municipio, Puerto Rico"
2371,72,119,3.09,"Río Grande Municipio, Puerto Rico"
2372,72,121,3.41,"Sabana Grande Municipio, Puerto Rico"
2373,72,123,2.71,"Salinas Municipio, Puerto Rico"
2374,72,125,2.7,"San Germán Municipio, Puerto Rico"
2375,72,127,2.47,"San Juan Municipio, Puerto Rico"
2376,72,129,2.91,"San Lorenzo Municipio, Puerto Rico"
2377,72,131,2.95,"San Sebastián Municipio, Puerto Rico"
2378,72,133,2.96,"Santa Isabel Municipio, Puerto Rico"
2379,72,135,3.29,"Toa Alta Municipio, Puerto Rico"
2380,72,137,2.94,"Toa Baja Municipio, Puerto Rico"
2381,72,139,2.87,"Trujillo Alto Municipio, Puerto Rico"
2382,72,141,3.1,"Utuado Municipio, Puerto Rico"
2383,72,143,3.06,"Vega Alta Municipio, Puerto Rico"
2384,72,145,3.27,"Vega Baja Municipio, Puerto Rico"
2385,72,147,3.29,"Vieques Municipio, Puerto Rico"
2386,72,149,3.06,"Villalba Municipio, Puerto Rico"
2387,72,151,2.97,"Yabucoa Municipio, Puerto Rico"
2388,72,153,3.75,"Yauco Municipio, Puerto Rico"
2389,44,1,2.38,"Bristol County, Rhode Island"
2390,44,3,2.38,"Kent County, Rhode Island"
2391,44,5,2.27,"Newport County, Rhode Island"
2392,44,7,2.53,"Providence County, Rhode Island"
2393,44,9,2.42,"Washington County, Rhode Island"
2394,45,1,2.52,"Abbeville County, South Carolina"
2395,45,3,2.53,"Aiken County, South Carolina"
2396,45,5,2.58,"Allendale County, South Carolina"
2397,45,7,2.55,"Anderson County, South Carolina"
2398,45,9,2.41,"Bamberg County, South Carolina"
2399,45,11,2.61,"Barnwell County, South Carolina"
2400,45,13,2.51,"Beaufort County, South Carolina"
2401,45,15,2.75,"Berkeley County, South Carolina"
2402,45,17,2.45,"Calhoun County, South Carolina"
2403,45,19,2.44,"Charleston County, South Carolina"
2404,45,21,2.68,"Cherokee County, South Carolina"
2405,45,23,2.61,"Chester County, South Carolina"
2406,45,25,2.52,"Chesterfield County, South Carolina"
2407,45,27,2.47,"Clarendon County, South Carolina"
2408,45,29,2.53,"Colleton County, South Carolina"
2409,45,31,2.52,"Darlington County, South Carolina"
2410,45,33,2.69,"Dillon County, South Carolina"
2411,45,35,2.77,"Dorchester County, South Carolina"
2412,45,37,2.6,"Edgefield County, South Carolina"
2413,45,39,2.52,"Fairfield County, South Carolina"
2414,45,41,2.61,"Florence County, South Carolina"
2415,45,43,2.55,"Georgetown County, South Carolina"
2416,45,45,2.58,"Greenville County, South Carolina"
2417,45,47,2.52,"Greenwood County, South Carolina"
2418,45,49,2.53,"Hampton County, South Carolina"
2419,45,51,2.43,"Horry County, South Carolina"
2420,45,53,2.85,"Jasper County, South Carolina"
2421,45,55,2.58,"Kershaw County, South Carolina"
2422,45,57,2.7,"Lancaster County, South Carolina"
2423,45,59,2.54,"Laurens County, South Carolina"
2424,45,61,2.63,"Lee County, South Carolina"
2425,45,63,2.54,"Lexington County, South Carolina"
2426,45,65,2.15,"McCormick County, South Carolina"
2427,45,67,2.67,"Marion County, South Carolina"
2428,45,69,2.5,"Marlboro County, South Carolina"
2429,45,71,2.55,"Newberry County, South Carolina"
2430,45,73,2.43,"Oconee County, South Carolina"
2431,45,75,2.63,"Orangeburg County, South Carolina"
2432,45,77,2.53,"Pickens County, South Carolina"
2433,45,79,2.53,"Richland County, South Carolina"
2434,45,81,2.78,"Saluda County, South Carolina"
2435,45,83,2.58,"Spartanburg County, South Carolina"
2436,45,85,2.6,"Sumter County, South Carolina"
2437,45,87,2.37,"Union County, South Carolina"
2438,45,89,2.64,"Williamsburg County, South Carolina"
2439,45,91,2.61,"York County, South Carolina"
2440,46,3,2.24,"Aurora County, South Dakota"
2441,46,5,2.31,"Beadle County, South Dakota"
2442,46,7,3.24,"Bennett County, South Dakota"
2443,46,9,2.23,"Bon Homme County, South Dakota"
2444,46,11,2.38,"Brookings County, South Dakota"
2445,46,13,2.29,"Brown County, South Dakota"
2446,46,15,2.47,"Brule County, South Dakota"
2447,46,17,3.73,"Buffalo County, South Dakota"
2448,46,19,2.49,"Butte County, South Dakota"
2449,46,21,2.27,"Campbell County, South Dakota"
2450,46,23,2.78,"Charles Mix County, South Dakota"
2451,46,25,2.21,"Clark County, South Dakota"
2452,46,27,2.21,"Clay County, South Dakota"
2453,46,29,2.28,"Codington County, South Dakota"
2454,46,31,3.37,"Corson County, South Dakota"
2455,46,33,2.12,"Custer County, South Dakota"
2456,46,35,2.2,"Davison County, South Dakota"
2457,46,37,2.15,"Day County, South Dakota"
2458,46,39,2.25,"Deuel County, South Dakota"
2459,46,41,3.36,"Dewey County, South Dakota"
2460,46,43,2.22,"Douglas County, South Dakota"
2461,46,45,2.3,"Edmunds County, South Dakota"
2462,46,47,2.14,"Fall River County, South Dakota"
2463,46,49,2.16,"Faulk County, South Dakota"
2464,46,51,2.2,"Grant County, South Dakota"
2465,46,53,2.12,"Gregory County, South Dakota"
2466,46,55,2.39,"Haakon County, South Dakota"
2467,46,57,2.64,"Hamlin County, South Dakota"
2468,46,59,2.19,"Hand County, South Dakota"
2469,46,61,2.96,"Hanson County, South Dakota"
2470,46,63,2.48,"Harding County, South Dakota"
2471,46,65,2.3,"Hughes County, South Dakota"
2472,46,67,2.23,"Hutchinson County, South Dakota"
2473,46,69,2.52,"Hyde County, South Dakota"
2474,46,71,3.05,"Jackson County, South Dakota"
2475,46,73,2.31,"Jerauld County, South Dakota"
2476,46,75,1.83,"Jones County, South Dakota"
2477,46,77,2.18,"Kingsbury County, South Dakota"
2478,46,79,2.38,"Lake County, South Dakota"
2479,46,81,2.22,"Lawrence County, South Dakota"
2480,46,83,2.74,"Lincoln County, South Dakota"
2481,46,85,2.74,"Lyman County, South Dakota"
2482,46,87,2.37,"McCook County, South Dakota"
2483,46,89,1.89,"McPherson County, South Dakota"
2484,46,91,2.52,"Marshall County, South Dakota"
2485,46,93,2.42,"Meade County, South Dakota"
2486,46,95,3.04,"Mellette County, South Dakota"
2487,46,97,2.24,"Miner County, South Dakota"
2488,46,99,2.48,"Minnehaha County, South Dakota"
2489,46,101,2.3,"Moody County, South Dakota"
2490,46,102,4.73,"Oglala Lakota County, South Dakota"
2491,46,103,2.46,"Pennington County, South Dakota"
2492,46,105,2.21,"Perkins County, South Dakota"
2493,46,107,2.11,"Potter County, South Dakota"
2494,46,109,2.74,"Roberts County, South Dakota"
2495,46,111,2.09,"Sanborn County, South Dakota"
2496,46,115,2.41,"Spink County, South Dakota"
2497,46,117,2.34,"Stanley County, South Dakota"
2498,46,119,2.34,"Sully County, South Dakota"
2499,46,121,3.62,"Todd County, South Dakota"
2500,46,123,2.08,"Tripp County, South Dakota"
2501,46,125,2.31,"Turner County, South Dakota"
2502,46,127,2.48,"Union County, South Dakota"
2503,46,129,2.21,"Walworth County, South Dakota"
2504,46,135,2.33,"Yankton County, South Dakota"
2505,46,137,3.5,"Ziebach County, South Dakota"
2506,47,1,2.43,"Anderson County, Tennessee"
2507,47,3,2.72,"Bedford County, Tennessee"
2508,47,5,2.37,"Benton County, Tennessee"
2509,47,7,2.75,"Bledsoe County, Tennessee"
2510,47,9,2.51,"Blount County, Tennessee"
2511,47,11,2.58,"Bradley County, Tennessee"
2512,47,13,2.48,"Campbell County, Tennessee"
2513,47,15,2.53,"Cannon County, Tennessee"
2514,47,17,2.45,"Carroll County, Tennessee"
2515,47,19,2.31,"Carter County, Tennessee"
2516,47,21,2.7,"Cheatham County, Tennessee"
2517,47,23,2.66,"Chester County, Tennessee"
2518,47,25,2.4,"Claiborne County, Tennessee"
2519,47,27,2.37,"Clay County, Tennessee"
2520,47,29,2.38,"Cocke County, Tennessee"
2521,47,31,2.49,"Coffee County, Tennessee"
2522,47,33,2.64,"Crockett County, Tennessee"
2523,47,35,2.35,"Cumberland County, Tennessee"
2524,47,37,2.41,"Davidson County, Tennessee"
2525,47,39,2.3,"Decatur County, Tennessee"
2526,47,41,2.7,"DeKalb County, Tennessee"
2527,47,43,2.69,"Dickson County, Tennessee"
2528,47,45,2.51,"Dyer County, Tennessee"
2529,47,47,2.58,"Fayette County, Tennessee"
2530,47,49,2.43,"Fentress County, Tennessee"
2531,47,51,2.4,"Franklin County, Tennessee"
2532,47,53,2.49,"Gibson County, Tennessee"
2533,47,55,2.49,"Giles County, Tennessee"
2534,47,57,2.52,"Grainger County, Tennessee"
2535,47,59,2.38,"Greene County, Tennessee"
2536,47,61,2.55,"Grundy County, Tennessee"
2537,47,63,2.54,"Hamblen County, Tennessee"
2538,47,65,2.48,"Hamilton County, Tennessee"
2539,47,67,2.35,"Hancock County, Tennessee"
2540,47,69,2.59,"Hardeman County, Tennessee"
2541,47,71,2.58,"Hardin County, Tennessee"
2542,47,73,2.42,"Hawkins County, Tennessee"
2543,47,75,2.57,"Haywood County, Tennessee"
2544,47,77,2.57,"Henderson County, Tennessee"
2545,47,79,2.36,"Henry County, Tennessee"
2546,47,81,2.6,"Hickman County, Tennessee"
2547,47,83,2.49,"Houston County, Tennessee"
2548,47,85,2.53,"Humphreys County, Tennessee"
2549,47,87,2.49,"Jackson County, Tennessee"
2550,47,89,2.58,"Jefferson County, Tennessee"
2551,47,91,2.29,"Johnson County, Tennessee"
2552,47,93,2.39,"Knox County, Tennessee"
2553,47,95,2.38,"Lake County, Tennessee"
2554,47,97,2.5,"Lauderdale County, Tennessee"
2555,47,99,2.59,"Lawrence County, Tennessee"
2556,47,101,2.49,"Lewis County, Tennessee"
2557,47,103,2.43,"Lincoln County, Tennessee"
2558,47,105,2.49,"Loudon County, Tennessee"
2559,47,107,2.58,"McMinn County, Tennessee"
2560,47,109,2.61,"McNairy County, Tennessee"
2561,47,111,2.53,"Macon County, Tennessee"
2562,47,113,2.56,"Madison County, Tennessee"
2563,47,115,2.43,"Marion County, Tennessee"
2564,47,117,2.57,"Marshall County, Tennessee"
2565,47,119,2.55,"Maury County, Tennessee"
2566,47,121,2.51,"Meigs County, Tennessee"
2567,47,123,2.6,"Monroe County, Tennessee"
2568,47,125,2.76,"Montgomery County, Tennessee"
2569,47,127,2.55,"Moore County, Tennessee"
2570,47,129,2.52,"Morgan County, Tennessee"
2571,47,131,2.42,"Obion County, Tennessee"
2572,47,133,2.45,"Overton County, Tennessee"
2573,47,135,2.4,"Perry County, Tennessee"
2574,47,137,2.25,"Pickett County, Tennessee"
2575,47,139,2.44,"Polk County, Tennessee"
2576,47,141,2.38,"Putnam County, Tennessee"
2577,47,143,2.51,"Rhea County, Tennessee"
2578,47,145,2.4,"Roane County, Tennessee"
2579,47,147,2.7,"Robertson County, Tennessee"
2580,47,149,2.76,"Rutherford County, Tennessee"
2581,47,151,2.61,"Scott County, Tennessee"
2582,47,153,2.56,"Sequatchie County, Tennessee"
2583,47,155,2.52,"Sevier County, Tennessee"
2584,47,157,2.65,"Shelby County, Tennessee"
2585,47,159,2.53,"Smith County, Tennessee"
2586,47,161,2.57,"Stewart County, Tennessee"
2587,47,163,2.32,"Sullivan County, Tennessee"
2588,47,165,2.7,"Sumner County, Tennessee"
2589,47,167,2.82,"Tipton County, Tennessee"
2590,47,169,2.65,"Trousdale County, Tennessee"
2591,47,171,2.36,"Unicoi County, Tennessee"
2592,47,173,2.59,"Union County, Tennessee"
2593,47,175,2.61,"Van Buren County, Tennessee"
2594,47,177,2.51,"Warren County, Tennessee"
2595,47,179,2.29,"Washington County, Tennessee"
2596,47,181,2.48,"Wayne County, Tennessee"
2597,47,183,2.32,"Weakley County, Tennessee"
2598,47,185,2.65,"White County, Tennessee"
2599,47,187,2.86,"Williamson County, Tennessee"
2600,47,189,2.72,"Wilson County, Tennessee"
2601,48,1,2.68,"Anderson County, Texas"
2602,48,3,3.05,"Andrews County, Texas"
2603,48,5,2.77,"Angelina County, Texas"
2604,48,7,2.46,"Aransas County, Texas"
2605,48,9,2.6,"Archer County, Texas"
2606,48,11,2.63,"Armstrong County, Texas"
2607,48,13,3.04,"Atascosa County, Texas"
2608,48,15,2.59,"Austin County, Texas"
2609,48,17,2.92,"Bailey County, Texas"
2610,48,19,2.45,"Bandera County, Texas"
2611,48,21,2.94,"Bastrop County, Texas"
2612,48,23,2.06,"Baylor County, Texas"
2613,48,25,2.85,"Bee County, Texas"
2614,48,27,2.89,"Bell County, Texas"
2615,48,29,2.9,"Bexar County, Texas"
2616,48,31,2.55,"Blanco County, Texas"
2617,48,33,2.69,"Borden County, Texas"
2618,48,35,2.52,"Bosque County, Texas"
2619,48,37,2.63,"Bowie County, Texas"
2620,48,39,2.85,"Brazoria County, Texas"
2621,48,41,2.58,"Brazos County, Texas"
2622,48,43,2.27,"Brewster County, Texas"
2623,48,45,2.47,"Briscoe County, Texas"
2624,48,47,3.31,"Brooks County, Texas"
2625,48,49,2.71,"Brown County, Texas"
2626,48,51,2.67,"Burleson County, Texas"
2627,48,53,2.58,"Burnet County, Texas"
2628,48,55,2.85,"Caldwell County, Texas"
2629,48,57,2.68,"Calhoun County, Texas"
2630,48,59,2.55,"Callahan County, Texas"
2631,48,61,3.42,"Cameron County, Texas"
2632,48,63,2.81,"Camp County, Texas"
2633,48,65,2.62,"Carson County, Texas"
2634,48,67,2.56,"Cass County, Texas"
2635,48,69,3.14,"Castro County, Texas"
2636,48,71,2.84,"Chambers County, Texas"
2637,48,73,2.74,"Cherokee County, Texas"
2638,48,75,2.44,"Childress County, Texas"
2639,48,77,2.51,"Clay County, Texas"
2640,48,79,2.79,"Cochran County, Texas"
2641,48,81,1.95,"Coke County, Texas"
2642,48,83,2.49,"Coleman County, Texas"
2643,48,85,2.81,"Collin County, Texas"
2644,48,87,2.7,"Collingsworth County, Texas"
2645,48,89,2.67,"Colorado County, Texas"
2646,48,91,2.7,"Comal County, Texas"
2647,48,93,2.62,"Comanche County, Texas"
2648,48,95,3.3,"Concho County, Texas"
2649,48,97,2.61,"Cooke County, Texas"
2650,48,99,2.86,"Coryell County, Texas"
2651,48,101,2.38,"Cottle County, Texas"
2652,48,103,3.01,"Crane County, Texas"
2653,48,105,2.53,"Crockett County, Texas"
2654,48,107,2.71,"Crosby County, Texas"
2655,48,109,2.86,"Culberson County, Texas"
2656,48,111,3.09,"Dallam County, Texas"
2657,48,113,2.79,"Dallas County, Texas"
2658,48,115,2.74,"Dawson County, Texas"
2659,48,117,3.05,"Deaf Smith County, Texas"
2660,48,119,2.67,"Delta County, Texas"
2661,48,121,2.8,"Denton County, Texas"
2662,48,123,2.66,"DeWitt County, Texas"
2663,48,125,2.36,"Dickens County, Texas"
2664,48,127,2.96,"Dimmit County, Texas"
2665,48,129,2.53,"Donley County, Texas"
2666,48,131,2.8,"Duval County, Texas"
2667,48,133,2.55,"Eastland County, Texas"
2668,48,135,2.91,"Ector County, Texas"
2669,48,137,2.54,"Edwards County, Texas"
2670,48,139,2.95,"Ellis County, Texas"
2671,48,141,3.14,"El Paso County, Texas"
2672,48,143,2.62,"Erath County, Texas"
2673,48,145,2.86,"Falls County, Texas"
2674,48,147,2.56,"Fannin County, Texas"
2675,48,149,2.55,"Fayette County, Texas"
2676,48,151,2.29,"Fisher County, Texas"
2677,48,153,2.54,"Floyd County, Texas"
2678,48,155,2.3,"Foard County, Texas"
2679,48,157,3.17,"Fort Bend County, Texas"
2680,48,159,2.46,"Franklin County, Texas"
2681,48,161,2.44,"Freestone County, Texas"
2682,48,163,3.14,"Frio County, Texas"
2683,48,165,3.35,"Gaines County, Texas"
2684,48,167,2.66,"Galveston County, Texas"
2685,48,169,2.7,"Garza County, Texas"
2686,48,171,2.36,"Gillespie County, Texas"
2687,48,173,2.74,"Glasscock County, Texas"
2688,48,175,2.54,"Goliad County, Texas"
2689,48,177,3.07,"Gonzales County, Texas"
2690,48,179,2.59,"Gray County, Texas"
2691,48,181,2.55,"Grayson County, Texas"
2692,48,183,2.61,"Gregg County, Texas"
2693,48,185,2.63,"Grimes County, Texas"
2694,48,187,2.89,"Guadalupe County, Texas"
2695,48,189,2.86,"Hale County, Texas"
2696,48,191,2.71,"Hall County, Texas"
2697,48,193,2.52,"Hamilton County, Texas"
2698,48,195,2.78,"Hansford County, Texas"
2699,48,197,2.42,"Hardeman County, Texas"
2700,48,199,2.64,"Hardin County, Texas"
2701,48,201,2.88,"Harris County, Texas"
2702,48,203,2.76,"Harrison County, Texas"
2703,48,205,2.61,"Hartley County, Texas"
2704,48,207,2.2,"Haskell County, Texas"
2705,48,209,2.78,"Hays County, Texas"
2706,48,211,2.77,"Hemphill County, Texas"
2707,48,213,2.61,"Henderson County, Texas"
2708,48,215,3.62,"Hidalgo County, Texas"
2709,48,217,2.63,"Hill County, Texas"
2710,48,219,2.8,"Hockley County, Texas"
2711,48,221,2.51,"Hood County, Texas"
2712,48,223,2.65,"Hopkins County, Texas"
2713,48,225,2.45,"Houston County, Texas"
2714,48,227,2.73,"Howard County, Texas"
2715,48,229,3.06,"Hudspeth County, Texas"
2716,48,231,2.77,"Hunt County, Texas"
2717,48,233,2.62,"Hutchinson County, Texas"
2718,48,235,2.5,"Irion County, Texas"
2719,48,237,2.55,"Jack County, Texas"
2720,48,239,2.79,"Jackson County, Texas"
2721,48,241,2.83,"Jasper County, Texas"
2722,48,243,2.12,"Jeff Davis County, Texas"
2723,48,245,2.53,"Jefferson County, Texas"
2724,48,247,3.09,"Jim Hogg County, Texas"
2725,48,249,2.97,"Jim Wells County, Texas"
2726,48,251,2.84,"Johnson County, Texas"
2727,48,253,2.26,"Jones County, Texas"
2728,48,255,2.83,"Karnes County, Texas"
2729,48,257,3.05,"Kaufman County, Texas"
2730,48,259,2.72,"Kendall County, Texas"
2731,48,261,3.88,"Kenedy County, Texas"
2732,48,263,2.07,"Kent County, Texas"
2733,48,265,2.38,"Kerr County, Texas"
2734,48,267,2.22,"Kimble County, Texas"
2735,48,269,2.36,"King County, Texas"
2736,48,271,3.0,"Kinney County, Texas"
2737,48,273,2.76,"Kleberg County, Texas"
2738,48,275,2.55,"Knox County, Texas"
2739,48,277,2.56,"Lamar County, Texas"
2740,48,279,2.78,"Lamb County, Texas"
2741,48,281,2.66,"Lampasas County, Texas"
2742,48,283,3.19,"La Salle County, Texas"
2743,48,285,2.48,"Lavaca County, Texas"
2744,48,287,2.69,"Lee County, Texas"
2745,48,289,2.72,"Leon County, Texas"
2746,48,291,2.82,"Liberty County, Texas"
2747,48,293,2.77,"Limestone County, Texas"
2748,48,295,2.87,"Lipscomb County, Texas"
2749,48,297,2.78,"Live Oak County, Texas"
2750,48,299,2.21,"Llano County, Texas"
2751,48,301,2.6,"Loving County, Texas"
2752,48,303,2.59,"Lubbock County, Texas"
2753,48,305,2.62,"Lynn County, Texas"
2754,48,307,2.59,"McCulloch County, Texas"
2755,48,309,2.68,"McLennan County, Texas"
2756,48,311,2.8,"McMullen County, Texas"
2757,48,313,2.32,"Madison County, Texas"
2758,48,315,2.26,"Marion County, Texas"
2759,48,317,3.18,"Martin County, Texas"
2760,48,319,2.37,"Mason County, Texas"
2761,48,321,2.7,"Matagorda County, Texas"
2762,48,323,3.48,"Maverick County, Texas"
2763,48,325,2.98,"Medina County, Texas"
2764,48,327,2.25,"Menard County, Texas"
2765,48,329,2.83,"Midland County, Texas"
2766,48,331,2.56,"Milam County, Texas"
2767,48,333,2.55,"Mills County, Texas"
2768,48,335,2.45,"Mitchell County, Texas"
2769,48,337,2.39,"Montague County, Texas"
2770,48,339,2.88,"Montgomery County, Texas"
2771,48,341,3.21,"Moore County, Texas"
2772,48,343,2.53,"Morris County, Texas"
2773,48,345,2.41,"Motley County, Texas"
2774,48,347,2.52,"Nacogdoches County, Texas"
2775,48,349,2.7,"Navarro County, Texas"
2776,48,351,2.88,"Newton County, Texas"
2777,48,353,2.62,"Nolan County, Texas"
2778,48,355,2.72,"Nueces County, Texas"
2779,48,357,2.86,"Ochiltree County, Texas"
2780,48,359,2.52,"Oldham County, Texas"
2781,48,361,2.57,"Orange County, Texas"
2782,48,363,2.62,"Palo Pinto County, Texas"
2783,48,365,2.63,"Panola County, Texas"
2784,48,367,2.78,"Parker County, Texas"
2785,48,369,3.08,"Parmer County, Texas"
2786,48,371,3.17,"Pecos County, Texas"
2787,48,373,2.4,"Polk County, Texas"
2788,48,375,2.68,"Potter County, Texas"
2789,48,377,2.77,"Presidio County, Texas"
2790,48,379,2.61,"Rains County, Texas"
2791,48,381,2.55,"Randall County, Texas"
2792,48,383,2.93,"Reagan County, Texas"
2793,48,385,2.65,"Real County, Texas"
2794,48,387,2.38,"Red River County, Texas"
2795,48,389,3.06,"Reeves County, Texas"
2796,48,391,2.59,"Refugio County, Texas"
2797,48,393,2.66,"Roberts County, Texas"
2798,48,395,2.69,"Robertson County, Texas"
2799,48,397,2.98,"Rockwall County, Texas"
2800,48,399,2.76,"Runnels County, Texas"
2801,48,401,2.75,"Rusk County, Texas"
2802,48,403,2.73,"Sabine County, Texas"
2803,48,405,2.93,"San Augustine County, Texas"
2804,48,407,2.84,"San Jacinto County, Texas"
2805,48,409,2.87,"San Patricio County, Texas"
2806,48,411,2.45,"San Saba County, Texas"
2807,48,413,3.0,"Schleicher County, Texas"
2808,48,415,2.65,"Scurry County, Texas"
2809,48,417,2.42,"Shackelford County, Texas"
2810,48,419,2.72,"Shelby County, Texas"
2811,48,421,3.07,"Sherman County, Texas"
2812,48,423,2.7,"Smith County, Texas"
2813,48,425,2.45,"Somervell County, Texas"
2814,48,427,3.84,"Starr County, Texas"
2815,48,429,2.55,"Stephens County, Texas"
2816,48,431,2.9,"Sterling County, Texas"
2817,48,433,2.35,"Stonewall County, Texas"
2818,48,435,2.66,"Sutton County, Texas"
2819,48,437,2.73,"Swisher County, Texas"
2820,48,439,2.81,"Tarrant County, Texas"
2821,48,441,2.59,"Taylor County, Texas"
2822,48,443,1.98,"Terrell County, Texas"
2823,48,445,2.86,"Terry County, Texas"
2824,48,447,2.17,"Throckmorton County, Texas"
2825,48,449,3.08,"Titus County, Texas"
2826,48,451,2.54,"Tom Green County, Texas"
2827,48,453,2.57,"Travis County, Texas"
2828,48,455,2.69,"Trinity County, Texas"
2829,48,457,2.39,"Tyler County, Texas"
2830,48,459,2.85,"Upshur County, Texas"
2831,48,461,2.75,"Upton County, Texas"
2832,48,463,3.13,"Uvalde County, Texas"
2833,48,465,3.2,"Val Verde County, Texas"
2834,48,467,2.79,"Van Zandt County, Texas"
2835,48,469,2.73,"Victoria County, Texas"
2836,48,471,2.37,"Walker County, Texas"
2837,48,473,2.94,"Waller County, Texas"
2838,48,475,2.86,"Ward County, Texas"
2839,48,477,2.68,"Washington County, Texas"
2840,48,479,3.73,"Webb County, Texas"
2841,48,481,2.77,"Wharton County, Texas"
2842,48,483,2.42,"Wheeler County, Texas"
2843,48,485,2.45,"Wichita County, Texas"
2844,48,487,2.41,"Wilbarger County, Texas"
2845,48,489,3.51,"Willacy County, Texas"
2846,48,491,2.9,"Williamson County, Texas"
2847,48,493,2.9,"Wilson County, Texas"
2848,48,495,2.84,"Winkler County, Texas"
2849,48,497,2.86,"Wise County, Texas"
2850,48,499,2.57,"Wood County, Texas"
2851,48,501,3.01,"Yoakum County, Texas"
2852,48,503,2.54,"Young County, Texas"
2853,48,505,3.16,"Zapata County, Texas"
2854,48,507,3.26,"Zavala County, Texas"
2855,49,1,2.84,"Beaver County, Utah"
2856,49,3,3.08,"Box Elder County, Utah"
2857,49,5,3.19,"Cache County, Utah"
2858,49,7,2.61,"Carbon County, Utah"
2859,49,9,2.43,"Daggett County, Utah"
2860,49,11,3.29,"Davis County, Utah"
2861,49,13,2.94,"Duchesne County, Utah"
2862,49,15,3.02,"Emery County, Utah"
2863,49,17,2.75,"Garfield County, Utah"
2864,49,19,2.44,"Grand County, Utah"
2865,49,21,3.07,"Iron County, Utah"
2866,49,23,3.29,"Juab County, Utah"
2867,49,25,2.55,"Kane County, Utah"
2868,49,27,2.98,"Millard County, Utah"
2869,49,29,3.4,"Morgan County, Utah"
2870,49,31,3.28,"Piute County, Utah"
2871,49,33,3.57,"Rich County, Utah"
2872,49,35,3.03,"Salt Lake County, Utah"
2873,49,37,3.75,"San Juan County, Utah"
2874,49,39,3.13,"Sanpete County, Utah"
2875,49,41,2.9,"Sevier County, Utah"
2876,49,43,2.75,"Summit County, Utah"
2877,49,45,3.25,"Tooele County, Utah"
2878,49,47,3.22,"Uintah County, Utah"
2879,49,49,3.62,"Utah County, Utah"
2880,49,51,3.27,"Wasatch County, Utah"
